Date,Open,High,Low,Close,Volume
06-07-2010,7.40575,7.58234,7.38344,7.45741,731697211
07-07-2010,7.51622,7.7603,7.49021,7.75686,777298173
08-07-2010,7.87472,7.88433,7.64431,7.74086,877740092
09-07-2010,7.70442,7.79487,7.65334,7.78651,515694939
12-07-2010,7.75353,7.85324,7.64333,7.7168,669196330
13-07-2010,7.68398,7.68977,7.39081,7.55238,1414078110
14-07-2010,7.47324,7.67112,7.46801,7.57998,966829921
15-07-2010,7.44592,7.70697,7.41606,7.54088,977070846
16-07-2010,7.58972,7.64715,7.45045,7.49513,1236319547
19-07-2010,7.48961,7.49435,7.18635,7.36518,1218798073
20-07-2010,7.27217,7.58528,7.19791,7.55533,1260274341
21-07-2010,7.94701,7.95162,7.6172,7.62397,1409872269
22-07-2010,7.72985,7.79771,7.65719,7.76788,767648878
23-07-2010,7.71404,7.8097,7.68585,7.79615,634697362
26-07-2010,7.79731,7.80086,7.72965,7.77603,496357799
27-07-2010,7.81766,7.9408,7.80704,7.92087,691590398
28-07-2010,7.90831,7.97835,7.80527,7.8261,618174625
29-07-2010,7.81873,7.87639,7.68085,7.74154,766136135
30-07-2010,7.66975,7.78887,7.64491,7.71521,533641003
02-08-2010,7.81069,7.87502,7.78651,7.85324,507785156
03-08-2010,7.85324,7.89485,7.78064,7.85615,495904957
04-08-2010,7.88012,7.92638,7.80724,7.88641,500409692
05-08-2010,7.84181,7.89269,7.81401,7.84858,344197540
06-08-2010,7.78887,7.84209,7.72671,7.80066,529465574
09-08-2010,7.84209,7.86283,7.78524,7.85025,360015340
10-08-2010,7.79351,7.81098,7.72495,7.78014,537702511
11-08-2010,7.65284,7.66778,7.49217,7.50309,735927449
12-08-2010,7.39526,7.59096,7.38187,7.55178,636154554
13-08-2010,7.52822,7.55503,7.47026,7.47085,421927645
16-08-2010,7.43011,7.49875,7.39574,7.42744,378306830
17-08-2010,7.50101,7.63673,7.47351,7.557,502765549
18-08-2010,7.5743,7.63801,7.54531,7.59001,402746473
19-08-2010,7.58177,7.60167,7.45859,7.49435,507470947
